"location_id","province","city","2019Q1","2019Q4","2020Q1","2020Q4","2021Q1","2021Q1_vs_2019Q1_str","2020Q4_vs_2019Q4_str","2021Q1_vs_2019Q1","2020Q4_vs_2019Q4"
"fuxin_chn.18_1_cn","Liaoning","Fuxin",39.6812625462003,35.0864151982816,34.8374872213977,34.2322045223639,37.8378368821796,"-4.6%","-2.4%",-0.0464558218598605,-0.0243459091243818
"fuyang_chn.1_1_cn","Anhui","Fuyang",57.0411701643071,51.8746404880016,50.5937462976298,54.960288255649,48.9203444162838,"-14.2%","5.9%",-0.142367797235423,0.0594827788418317
"fuyang_chn.31_1_cn","Zhejiang","Fuyang",43.9700683969234,31.5786954715929,30.3880174127905,36.4145830744091,34.8449804215178,"-20.8%","15.3%",-0.207529537890008,0.153137662294072
"fuzhou_chn.16_1_cn","Jiangxi","Fuzhou",33.1476185921184,31.3859102551182,28.325421758084,28.9664549273586,28.5448392920965,"-13.9%","-7.7%",-0.138857012826747,-0.0770873079064214
"fuzhou_chn.4_1_cn","Fujian","Fuzhou",22.0335808238687,21.9514728628715,21.3661528526711,21.6998738636127,22.6462440592518,"2.8%","-1.1%",0.0278058859465735,-0.0114615999040454
"gannan_chn.5_1_cn","Gansu","Gannan",24.7837240792919,21.4014381578298,20.4033648508771,20.4435386992159,19.9083287626327,"-19.7%","-4.5%",-0.196717624077038,-0.0447586490005796
"ganzhou_chn.16_1_cn","Jiangxi","Ganzhou",28.1482438330124,27.1353858425152,25.3211210181264,30.3079156853294,29.2243776095983,"3.8%","11.7%",0.0382309384191057,0.116914860220765
"ganzi_chn.26_1_cn","Sichuan","Ganzi",11.6868420590685,11.0688319142395,9.43573102748119,9.73141770511572,9.41570435581472,"-19.4%","-12.1%",-0.194332882379585,-0.120827041144534
"golok_chn.21_1_cn","Qinghai","Golok",16.7561425176206,17.3881978017479,16.3346069147945,17.2363151596358,19.2573368650234,"14.9%","-0.9%",0.149270295640693,-0.00873481218949212
"guang'an_chn.26_1_cn","Sichuan","Guang'an",35.095265036749,33.1393019859145,33.3618389913638,35.4956272922646,37.6677512123961,"7.3%","7.1%",0.0733000925610163,0.0711036492968866
"guangyuan_chn.26_1_cn","Sichuan","Guangyuan",28.4690558809906,27.5352276058041,27.6300461943653,24.5494614075539,24.8653618423165,"-12.7%","-10.8%",-0.12658284327161,-0.10843441140181
"guangzhou_chn.6_1_cn","Guangdong","Guangzhou",29.2395900556422,28.1173736832761,23.4163686676568,26.8716911052488,26.5112126654305,"-9.3%","-4.4%",-0.0933110684869254,-0.0443029492035475
"guigang_chn.7_1_cn","Guangxi","Guigang",34.4874143319601,33.5397771148229,31.3430913615384,33.4977774934959,36.1014705872813,"4.7%","-0.1%",0.0468013124957727,-0.00125223316729739
"guilin_chn.7_1_cn","Guangxi","Guilin",33.6973453293358,32.1691633545975,30.9151532429002,33.8193036961233,36.1431263679971,"7.3%","5.1%",0.0725808224582036,0.0512957183044054
"guiyang_chn.8_1_cn","Guizhou","Guiyang",28.096646060394,25.9451515591952,26.4025239617201,26.7749765642367,30.496442096458,"8.5%","3.2%",0.0854121887326205,0.0319838179841885
"guyuan_chn.20_1_cn","Ningxia Hui","Guyuan",27.1769151336632,24.4885528315567,24.1418242651911,29.1231345443079,30.4944837994363,"12.2%","18.9%",0.12207304064705,0.189255026404784
"haibei_chn.21_1_cn","Qinghai","Haibei",18.0744716016958,16.5920862140101,17.0300017530617,20.1292771920343,23.6831557263976,"31%","21.3%",0.310309714624003,0.213185426618469
"haidong_chn.21_1_cn","Qinghai","Haidong",42.614957044916,37.7757472587913,36.9373983212697,41.9974335993474,37.8440835609511,"-11.2%","11.2%",-0.111953028110212,0.111756527584604
"haimen_chn.15_1_cn","Jiangsu","Haimen",34.7989754485084,31.4884472594838,30.7428390825823,29.9779462612109,30.5446926478121,"-12.2%","-4.8%",-0.12225310503728,-0.0479700058191335
"hainan_chn.21_1_cn","Qinghai","Hainan",21.0552275413341,18.0548354904008,18.1523542688672,22.2234975099631,22.2671036766724,"5.8%","23.1%",0.0575570191753665,0.230888950596011
"haixi_chn.21_1_cn","Qinghai","Haixi",14.1299682245694,12.2034246823109,12.2037428599272,12.7011390806667,15.284766196406,"8.2%","4.1%",0.0817268626144994,0.0407848133874429
"hami_chn.28_1_cn","Xinjiang Uygur","Hami",30.5141094255698,29.141515224137,27.8553202909072,23.9490681812536,23.4745594024412,"-23.1%","-17.8%",-0.230698196855441,-0.178180406987988
"handan_chn.10_1_cn","Hebei","Handan",72.6301852353172,52.5638225552616,53.5300301900003,51.69626943493,50.5023197696293,"-30.5%","-1.7%",-0.304664863431024,-0.0165047570393027
"hangzhou_chn.31_1_cn","Zhejiang","Hangzhou",37.7698887212735,33.6274905124472,29.8042280481723,31.3731332854143,31.2837071415594,"-17.2%","-6.7%",-0.171728903613655,-0.0670391156960835
"hanzhong_chn.22_1_cn","Shaanxi","Hanzhong",45.3626395621779,41.4434513531249,41.5096158579902,43.4822093120464,46.4271545786243,"2.3%","4.9%",0.0234667785367146,0.049193730067266
"harbin_chn.11_1_cn","Heilongjiang","Harbin",47.6343763121365,40.1535756539664,40.6603057499425,41.1897906727817,42.212392271664,"-11.4%","2.6%",-0.113825024283798,0.0258062950045874
"hebi_chn.12_1_cn","Henan","Hebi",69.2547359747566,55.8790538771598,50.969608104329,59.6654265823125,60.4068551785677,"-12.8%","6.8%",-0.127758494370896,0.0677601434246957
"hechi_chn.7_1_cn","Guangxi","Hechi",27.3594617511648,26.5834256196607,26.526546340843,27.3515817486412,36.3189255305792,"32.7%","2.9%",0.327472223719203,0.0288960550070123
"hefei_chn.1_1_cn","Anhui","Hefei",48.0163299831804,39.1051688088522,36.4778732748165,39.6332897527758,35.272645720132,"-26.5%","1.4%",-0.265403129883363,0.0135051442049783
"hegang_chn.11_1_cn","Heilongjiang","Hegang",23.0213204238926,21.7477408913014,22.0540976282102,22.2100434731048,22.1670708721699,"-3.7%","2.1%",-0.0371068877020638,0.0212574990714691
"heihe_chn.11_1_cn","Heilongjiang","Heihe",16.0960701659462,15.8091350489421,16.056847568315,14.3678144229423,15.3502813716562,"-4.6%","-9.1%",-0.0463335948837912,-0.0911701128200684
"hengshui_chn.10_1_cn","Hebei","Hengshui",68.5114021628846,48.3529932331854,46.5131227343917,45.6407735917628,47.3408782753613,"-30.9%","-5.6%",-0.30900730709307,-0.0560920733147328
"hengyang_chn.14_1_cn","Hunan","Hengyang",45.3599658623608,41.9852218160992,37.0020878538199,49.8839786991841,43.4613586913502,"-4.2%","18.8%",-0.0418564506148797,0.188131836427647
"heyuan_chn.6_1_cn","Guangdong","Heyuan",26.0712450348987,25.4198882729391,23.2254061190245,24.7878818150877,23.3119048390225,"-10.6%","-2.5%",-0.105838451220207,-0.0248626764628294
"heze_chn.23_1_cn","Shandong","Heze",72.4371436447226,53.1981812634003,50.0719716044365,52.4210462572846,52.1706062096796,"-28%","-1.5%",-0.279781013100722,-0.0146083002775574
"hezhou_chn.7_1_cn","Guangxi","Hezhou",31.3505947440088,30.2051043722648,28.3447272795153,33.4808861357804,32.073802036356,"2.3%","10.8%",0.0230683755205427,0.108451264499638
"hohhot_chn.19_1_cn","Nei Mongol","Hohhot",39.1406600126681,36.2235854788623,39.3331357675017,34.5950844485453,33.3430192321345,"-14.8%","-4.5%",-0.148123224765683,-0.0449569254061649
"honghe_chn.30_1_cn","Yunnan","Honghe",25.3498752287204,24.5729771436537,33.0023683872543,26.0841914127294,29.2687849377125,"15.5%","6.1%",0.154592859871443,0.0614990304284737
"hotan_chn.28_1_cn","Xinjiang Uygur","Hotan",50.6193191448258,83.9820964560901,81.7016706421903,45.3790582727161,45.6294409758281,"-9.9%","-46%",-0.0985765564076694,-0.459657948686212
"huai'an_chn.15_1_cn","Jiangsu","Huai'an",43.7233831833786,48.515074533786,45.8266846813634,42.4575801187483,41.7608832850672,"-4.5%","-12.5%",-0.044884447529612,-0.124857984312056
"huaibei_chn.1_1_cn","Anhui","Huaibei",59.8762909692138,54.3593262639926,50.5202409703444,48.3651966527093,44.35374405447,"-25.9%","-11%",-0.259243628212123,-0.110268651641728
"huaihua_chn.14_1_cn","Hunan","Huaihua",36.6670160473835,32.1428459772135,28.5591871852229,30.8175806807422,29.9395903347562,"-18.3%","-4.1%",-0.18347349846886,-0.0412304902126837
"huainan_chn.1_1_cn","Anhui","Huainan",54.7438572463531,51.1162057435817,48.2108982927,51.8060939395701,45.8560116380024,"-16.2%","1.3%",-0.162353295062029,0.0134964672348543
"huanggang_chn.13_1_cn","Hubei","Huanggang",40.6681432731022,36.9113164745842,36.2567726526978,37.8902775894992,36.6024785753946,"-10%","2.7%",-0.0999717314460381,0.0265219777676864
"huangnan_chn.21_1_cn","Qinghai","Huangnan",24.1580053058651,20.8166745222968,20.8481810115872,23.7335266096926,22.905425272013,"-5.2%","14%",-0.0518494808653777,0.140120944114853
"huangshan_chn.1_1_cn","Anhui","Huangshan",24.9484995708134,22.0632704317833,20.446232120407,22.3277870312094,22.1390575602032,"-11.3%","1.2%",-0.112609658253632,0.0119890022761597
"huangshi_chn.13_1_cn","Hubei","Huangshi",41.5242702996953,35.69096925164,35.3260898322414,40.1806447708104,38.5184492465386,"-7.2%","12.6%",-0.0723870890797739,0.125793039900817
"huizhou_chn.6_1_cn","Guangdong","Huizhou",25.098852405493,26.5237559834033,19.8560665816356,24.6717285735218,22.0750597938584,"-12%","-7%",-0.120475333404998,-0.0698252318050427
"huludao_chn.18_1_cn","Liaoning","Huludao",51.3125953969012,39.8768097339514,38.530555796042,37.345205086032,49.1062424195474,"-4.3%","-6.3%",-0.042998272846807,-0.0634856365092806
"hulunbeier_chn.19_1_cn","Nei Mongol","Hulunbeier",19.1412274989321,17.4806493567923,18.7850315329519,19.0985305303636,19.1259070688547,"-0.1%","9.3%",-0.000800389111840438,0.0925526930120946
"huzhou_chn.31_1_cn","Zhejiang","Huzhou",32.611385181731,29.6454897657746,27.2765463176317,27.1114695249747,27.6521825501141,"-15.2%","-8.5%",-0.152069671496048,-0.0854774288035347
"ili kazak_chn.28_1_cn","Xinjiang Uygur","Ili Kazak",46.5544060046641,45.9140080954289,42.7069950462504,40.3854509306015,34.1187508404988,"-26.7%","-12%",-0.267120907157948,-0.120411120574286
"ji'an_chn.16_1_cn","Jiangxi","Ji'an",34.7194329820325,33.2785373800528,29.659025423297,33.5533741488472,33.253827586871,"-4.2%","0.8%",-0.0422128263419507,0.0082586793300361
"jiamusi_chn.11_1_cn","Heilongjiang","Jiamusi",26.8200597811077,26.2665836092376,27.270774903994,27.4505923677224,28.3658374739576,"5.8%","4.5%",0.057635132265395,0.0450766181129243
"jiangmen_chn.6_1_cn","Guangdong","Jiangmen",27.0947710075973,25.8040854530712,22.4345574198997,25.9652143678538,24.7184388089184,"-8.8%","0.6%",-0.087704457735132,0.0062443179811833
"jiangyin_chn.15_1_cn","Jiangsu","Jiangyin",47.9122390095834,40.2850604035147,39.9121768476811,38.357401298249,40.6391638486177,"-15.2%","-4.8%",-0.151799943215154,-0.0478504707689981
"jiaonan_chn.23_1_cn","Shandong","Jiaonan",40.1327036352999,39.4635295264636,35.2548199627221,34.1546511502875,32.2724445040722,"-19.6%","-13.5%",-0.195856705859059,-0.134526192661406
"jiaozhou_chn.23_1_cn","Shandong","Jiaozhou",53.0191012032047,43.7354386460282,40.2465682365505,36.4111701038174,42.433674051098,"-20%","-16.7%",-0.199653085621656,-0.167467590790379
"jiaozuo_chn.12_1_cn","Henan","Jiaozuo",65.0032239867584,55.9745564568579,52.2162584473436,57.2839460415941,60.3155530117134,"-7.2%","2.3%",-0.0721144381392514,0.0233925852676546
"jiaxing_chn.31_1_cn","Zhejiang","Jiaxing",35.3157170405349,33.1461521715658,30.0585802545414,29.7175952140679,30.3044467862884,"-14.2%","-10.3%",-0.141899150695275,-0.103437555579651
"jiayuguan_chn.5_1_cn","Gansu","Jiayuguan",23.9877548805809,22.6009810958534,23.8663942886665,24.0569214132375,24.2531837316499,"1.1%","6.4%",0.0110651810638533,0.0644193414086429
"jieyang_chn.6_1_cn","Guangdong","Jieyang",29.9877662941457,31.556523055523,31.0467644140269,30.75474888512,33.1260143363575,"10.5%","-2.5%",0.104650943702481,-0.0254075573849586
"jilin_chn.17_1_cn","Jilin","Jilin",41.0162059792112,33.9102122528627,36.7081796903488,36.3266481692695,36.8617568211641,"-10.1%","7.1%",-0.101287992364596,0.0712598287025701
"jimo_chn.23_1_cn","Shandong","Jimo",44.3745405874656,38.617232097944,37.0546638402617,39.8627234853024,43.8299203865771,"-1.2%","3.2%",-0.0122732583521635,0.0322522179787359
"jinan_chn.23_1_cn","Shandong","Jinan",59.8867316765422,50.9927322996098,47.8189629249478,50.7098869038688,47.8131251536163,"-20.2%","-0.6%",-0.201607370863673,-0.00554677858952646
"jinchang_chn.5_1_cn","Gansu","Jinchang",18.9303353826702,20.8220465692978,20.3179043275689,21.6713075257339,17.9017777737999,"-5.4%","4.1%",-0.0543338291730373,0.0407866226602538
"jincheng_chn.25_1_cn","Shanxi","Jincheng",54.6392546676019,48.8828444604703,46.5210202094431,45.6879024757286,43.0423621776761,"-21.2%","-6.5%",-0.212244705028931,-0.0653591667998235
"jingdezhen_chn.16_1_cn","Jiangxi","Jingdezhen",27.158101638078,25.8617884627727,25.3571763511218,25.9907433018441,27.5179380439674,"1.3%","0.5%",0.0132496891971596,0.00498630785945076
"jingmen_chn.13_1_cn","Hubei","Jingmen",60.8110601760656,49.8263671085712,46.8827399825539,51.6949256437547,49.7615331179203,"-18.2%","3.8%",-0.181702588742142,0.0375014002347773
"jingzhou_chn.13_1_cn","Hubei","Jingzhou",44.6709379762607,41.7289909234991,39.6338329759805,39.873502192801,40.9179471589988,"-8.4%","-4.4%",-0.0840141485109699,-0.044465219254876
"jinhua_chn.31_1_cn","Zhejiang","Jinhua",31.8972432411304,31.8311211020322,28.2968878453447,31.1232894017967,31.0264747367066,"-2.7%","-2.2%",-0.0272991774819258,-0.0222370961414343
"jining_chn.23_1_cn","Shandong","Jining",54.3457951671593,55.0949018749101,53.2081377701597,54.3570746676306,59.2845543105241,"9.1%","-1.3%",0.0908765641973572,-0.0133919325050194
"jintan_chn.15_1_cn","Jiangsu","Jintan",43.6945308911517,41.7047399213214,39.4942560406264,39.0898354141643,41.6326204050231,"-4.7%","-6.3%",-0.0471892121067748,-0.0627004151588132
