"location_id","province","city","2019Q1","2019Q4","2020Q1","2020Q4","2021Q1","2021Q1_vs_2019Q1_str","2020Q4_vs_2019Q4_str","2021Q1_vs_2019Q1","2020Q4_vs_2019Q4"
"jinzhong_chn.25_1_cn","Shanxi","Jinzhong",58.2341529860413,40.9794106246526,40.6480365308093,39.2692416889505,40.3641850754658,"-30.7%","-4.2%",-0.306864047887138,-0.0417323946253464
"jinzhou_chn.18_1_cn","Liaoning","Jinzhou",48.3277576653084,47.9158000118489,42.974011431366,44.1860929060001,39.3878997385927,"-18.5%","-7.8%",-0.184983917288864,-0.0778387735345438
"jiujiang_chn.16_1_cn","Jiangxi","Jiujiang",43.6801708187451,40.8807147886645,36.5731053905941,43.0067443507536,37.5628593624154,"-14%","5.2%",-0.140047791518811,0.0520056846627992
"jiuquan_chn.5_1_cn","Gansu","Jiuquan",25.4283260583934,26.1231798487127,26.0317850555066,25.2315618087205,25.0381488271694,"-1.5%","-3.4%",-0.0153441964810426,-0.0341312981480753
"jixi_chn.11_1_cn","Heilongjiang","Jixi",31.4186893069455,23.5266133521679,22.68270954335,25.2258635697374,28.1598709220137,"-10.4%","7.2%",-0.103722289402167,0.0722267243539729
"jurong_chn.15_1_cn","Jiangsu","Jurong",48.6983865758882,38.4289733827515,37.7271688677627,39.8352457128848,44.2355957563513,"-9.2%","3.7%",-0.0916414512538812,0.0365940644868878
"kaifeng_chn.12_1_cn","Henan","Kaifeng",66.50178175725,54.8010271381279,52.7690641415744,55.2553213228729,55.7329314596513,"-16.2%","0.8%",-0.161933259726905,0.00828988448701717
"karamay_chn.28_1_cn","Xinjiang Uygur","Karamay",26.8582381330133,25.2406939568569,25.24441037844,25.2182623911436,23.9190846059228,"-10.9%","-0.1%",-0.109432104687381,-0.000888706378343151
"kashi_chn.28_1_cn","Xinjiang Uygur","Kashi",67.4023120881505,65.9249790578444,56.7655315599644,55.7397019890303,55.0430023883055,"-18.3%","-15.4%",-0.183366257283298,-0.154497994756695
"kezilesu state_chn.28_1_cn","Xinjiang Uygur","Kezilesu State",37.842126387441,39.7941477062889,38.5812407328935,32.1715015936963,30.0418879246462,"-20.6%","-19.2%",-0.206125797026656,-0.191551937959659
"korla_chn.28_1_cn","Xinjiang Uygur","Korla",39.5019385881309,37.2490938484014,36.1214340725489,36.768065923714,37.2597288956796,"-5.7%","-1.3%",-0.056762016564045,-0.0129138154781724
"kunming_chn.30_1_cn","Yunnan","Kunming",24.793501705541,25.0905931283587,24.9733150756064,24.6130990406979,31.1491128575548,"25.6%","-1.9%",0.25634181195928,-0.0190308011141086
"kunshan_chn.15_1_cn","Jiangsu","Kunshan",34.8155681187938,32.1538825513522,31.3057950418976,32.4017181653041,32.9602632795768,"-5.3%","0.8%",-0.0532895178641494,0.00770779745046468
"laibin_chn.7_1_cn","Guangxi","Laibin",38.2661988827601,35.278015255976,34.6859800965601,37.7706707358917,44.0824726019912,"15.2%","7.1%",0.151995073695483,0.0706574749692996
"laixi_chn.23_1_cn","Shandong","Laixi",56.0783599436667,42.4735381171618,41.9346089902191,41.6999470721098,46.2343941871428,"-17.6%","-1.8%",-0.175539473094659,-0.018213482543368
"laizhou_chn.23_1_cn","Shandong","Laizhou",35.4754212555575,41.1680741629456,41.0034915955325,37.6961709322342,42.9551458003694,"21.1%","-8.4%",0.210842444714879,-0.0843348468759892
"langfang_chn.10_1_cn","Hebei","Langfang",57.5589054466831,40.294734193936,41.3247758403253,43.8346300384568,46.352632889453,"-19.5%","8.8%",-0.194692245626709,0.0878500855095241
"lanzhou_chn.5_1_cn","Gansu","Lanzhou",38.7816163106117,37.5889626471112,33.7863081410546,34.4735016209125,32.2056496204477,"-17%","-8.3%",-0.169564018103203,-0.0828823358454174
"leshan_chn.26_1_cn","Sichuan","Leshan",43.8552762538287,38.7828597911826,38.5391028199212,43.6810988342365,53.5081619979774,"22%","12.6%",0.220107740019219,0.126299067924008
"lhasa_chn.29_1_cn","Xizang","Lhasa",13.1864001015545,12.9847144478252,12.1589473155805,12.3440151069182,12.3607653231777,"-6.3%","-4.9%",-0.062612598739475,-0.0493425822709823
"liangshan_chn.26_1_cn","Sichuan","Liangshan",19.8820976746655,19.8544426236344,19.7222636547165,24.3315470128092,25.051690059738,"26%","22.5%",0.26001242271633,0.225496352329999
"lianyungang_chn.15_1_cn","Jiangsu","Lianyungang",43.6193105467824,40.4940792537641,39.7530323513823,39.8159230547741,36.7888103307691,"-15.7%","-1.7%",-0.156593493349407,-0.016747045777735
"liaocheng_chn.23_1_cn","Shandong","Liaocheng",66.9217354275417,52.0975489434317,50.3812794246716,51.9694713870816,51.4910965412643,"-23.1%","-0.2%",-0.230577386968463,-0.00245841808199354
"liaoyang_chn.18_1_cn","Liaoning","Liaoyang",52.2502456890467,38.6513794450391,38.7589094730013,35.336655698092,46.6588428453641,"-10.7%","-8.6%",-0.107011991425998,-0.0857595199586727
"liaoyuan_chn.17_1_cn","Jilin","Liaoyuan",48.390332108587,30.0071541272011,32.3309671805188,39.2180924296575,40.8605285393181,"-15.6%","30.7%",-0.155605536088741,0.306958076177801
"lijiang_chn.30_1_cn","Yunnan","Lijiang",12.3127861598587,12.2365382977121,12.2904177667483,11.7858298600324,13.9961188501821,"13.7%","-3.7%",0.136714198433112,-0.0368330018436653
"lin'an_chn.31_1_cn","Zhejiang","Lin'an",36.7187290495422,33.8298225007244,30.6940721995883,31.2571749712053,30.2235809887824,"-17.7%","-7.6%",-0.176889239602938,-0.0760467344888964
"lincang_chn.30_1_cn","Yunnan","Lincang",30.5283729011048,26.4949230424645,27.5853104970456,26.8767854701345,33.0760588679724,"8.3%","1.4%",0.0834530544788858,0.0144126641567524
"linfen_chn.25_1_cn","Shanxi","Linfen",68.2823281709097,54.1735064084999,51.7222320040239,48.1433572682597,62.5951203458065,"-8.3%","-11.1%",-0.0832896003614316,-0.111311774703475
"linxia_chn.5_1_cn","Gansu","Linxia",38.4208333603469,35.4896109680227,34.8079091551517,28.3608917730423,24.5455579954464,"-36.1%","-20.1%",-0.361139365061789,-0.200867775118853
"linyi_chn.23_1_cn","Shandong","Linyi",56.4130448796967,52.3775967186864,49.450496078534,48.7305360398791,47.5755578532765,"-15.7%","-7%",-0.156656798888741,-0.0696301645605312
"lishui_chn.31_1_cn","Zhejiang","Lishui",24.3732423726288,22.993745152437,21.964283026912,23.3738996722611,26.6637308020612,"9.4%","1.7%",0.0939755324471994,0.0165329535186118
"liupanshui_chn.8_1_cn","Guizhou","Liupanshui",25.5641017948853,23.8624777981375,24.2174442402029,22.7042924502326,28.3313310051413,"10.8%","-4.9%",0.108246682494815,-0.0485358376318855
"liuzhou_chn.7_1_cn","Guangxi","Liuzhou",38.8726192346493,33.5214026390586,33.6530570902102,39.1032859205271,42.2128540688505,"8.6%","16.7%",0.0859277018108362,0.16651699636711
"liyang_chn.15_1_cn","Jiangsu","Liyang",43.868004363508,38.4628932394462,36.8370808726939,37.5352208886857,39.9584924143633,"-8.9%","-2.4%",-0.0891198951461045,-0.0241186315596537
"longnan_chn.5_1_cn","Gansu","Longnan",23.1801678156844,16.2901361948313,16.3216014158746,19.4967990208925,21.5247934384125,"-7.1%","19.7%",-0.07141339055155,0.196846900953391
"longyan_chn.4_1_cn","Fujian","Longyan",22.7830108276362,22.0673340055576,19.7679714742366,20.6164126441668,24.1427666273929,"6%","-6.6%",0.0596828843230519,-0.0657497349260866
"loudi_chn.14_1_cn","Hunan","Loudi",36.1566489045807,36.2319248927143,34.3165525110124,36.641729971979,41.7416311617438,"15.4%","1.1%",0.154466257973803,0.0113106074402123
"lu'an_chn.1_1_cn","Anhui","Lu'an",49.239964214229,38.3242875555712,38.0517849943344,40.1212630781116,36.7689571372436,"-25.3%","4.7%",-0.253270027222758,0.0468886869699723
"luliang_chn.25_1_cn","Shanxi","Luliang",48.1521767195614,33.6338396366732,32.7040301193111,33.5363118468498,33.8220138439775,"-29.8%","-0.3%",-0.297601559303182,-0.00289969241921006
"luohe_chn.12_1_cn","Henan","Luohe",64.1968686404083,59.6087053821426,56.9430715566498,52.9671641530114,53.2443543523639,"-17.1%","-11.1%",-0.170608232457469,-0.111418981280557
"luoyang_chn.12_1_cn","Henan","Luoyang",68.0797186323148,57.9071111771953,50.1319848213706,56.4364729306592,55.4353008726794,"-18.6%","-2.5%",-0.185729583107201,-0.0253965051379599
"luzhou_chn.26_1_cn","Sichuan","Luzhou",43.4616588606753,40.7899477479338,40.5868269332023,40.6252534117669,44.6334438158133,"2.7%","-0.4%",0.0269613490569784,-0.00403762067028535
"ma'anshan_chn.1_1_cn","Anhui","Ma'anshan",42.3997044785805,40.3554729780472,37.5882701176756,37.1624370431889,38.8057635548988,"-8.5%","-7.9%",-0.0847633484213848,-0.0791227483963642
"maoming_chn.6_1_cn","Guangdong","Maoming",24.4327129799713,24.4294251661124,22.4435288899784,23.7617576438337,23.07410683923,"-5.6%","-2.7%",-0.0556060287637707,-0.0273304638868408
"meishan_chn.26_1_cn","Sichuan","Meishan",34.9944685905617,33.4858416482869,32.6595897570286,35.8580889987651,38.5298762350926,"10.1%","7.1%",0.101027613417866,0.0708432947690163
"meizhou_chn.6_1_cn","Guangdong","Meizhou",24.5741576154872,23.6800937038609,22.5348467661026,23.8484529913642,23.4238490739111,"-4.7%","0.7%",-0.0468096835535498,0.0071097390748831
"mianyang_chn.26_1_cn","Sichuan","Mianyang",41.352581229857,36.8055862992745,36.547761888945,35.1317999425916,39.8767192242637,"-3.6%","-4.5%",-0.035689719038087,-0.0454764215158246
"mudanjiang_chn.11_1_cn","Heilongjiang","Mudanjiang",33.1545965167306,29.331817635573,29.457538732484,31.7454865912514,31.2689736388857,"-5.7%","8.2%",-0.0568736487833122,0.0822884209109234
"nagqu_chn.29_1_cn","Xizang","Nagqu",18.8296157449429,19.378214823099,16.470189929544,19.7298979181967,17.9935415064069,"-4.4%","1.8%",-0.044402087109,0.0181483742598669
"nanchang_chn.16_1_cn","Jiangxi","Nanchang",33.999028911962,34.4973460335312,31.6109478812323,38.7993661016946,35.2968385266052,"3.8%","12.5%",0.0381719612640643,0.124705827050636
"nanchong_chn.26_1_cn","Sichuan","Nanchong",46.5783011941632,39.1551710323887,37.8985860236423,39.6720947848212,44.9265684100625,"-3.5%","1.3%",-0.0354614217726702,0.0132019280928404
"nanjing_chn.15_1_cn","Jiangsu","Nanjing",42.4131221612906,36.4756761028767,33.440018346504,32.272902282279,33.815994072614,"-20.3%","-11.5%",-0.202699722410982,-0.115221272629576
"nanning_chn.7_1_cn","Guangxi","Nanning",30.5993583797771,29.8942158386837,29.0070853144695,30.3386305753015,32.0886563864243,"4.9%","1.5%",0.0486708900285777,0.0148662449958892
"nanping_chn.4_1_cn","Fujian","Nanping",19.6989674461065,18.8685644008558,17.9184619496508,18.3827496120656,20.176290766489,"2.4%","-2.6%",0.0242308802067126,-0.0257473106310172
"nantong_chn.15_1_cn","Jiangsu","Nantong",40.371697794832,37.4309699742954,37.4802905317965,37.9326475925074,38.1050128381443,"-5.6%","1.3%",-0.056145395920848,0.0134027415949034
"nanyang_chn.12_1_cn","Henan","Nanyang",66.1154151989578,56.1971261505151,51.2482647107446,54.2008955318775,45.3686111883582,"-31.4%","-3.6%",-0.313796774143629,-0.0355219342229531
"neijiang_chn.26_1_cn","Sichuan","Neijiang",38.7634657702849,36.682659001654,36.6708430878747,37.4564113108576,40.5809468184229,"4.7%","2.1%",0.0468864435112306,0.0210931358375275
"ningbo_chn.31_1_cn","Zhejiang","Ningbo",30.0973165467086,27.6285024392162,25.6571733284817,26.7113701911134,23.0100643377462,"-23.5%","-3.3%",-0.235477877170996,-0.0331951487461388
"ningde_chn.4_1_cn","Fujian","Ningde",22.7711632698415,22.1810405941979,22.0239959601006,22.8704611520618,26.4303592108347,"16.1%","3.1%",0.160694291180085,0.0310815245540954
"nujiang_chn.30_1_cn","Yunnan","Nujiang",23.7543414846592,23.1383897786597,23.093067792352,23.4910445105404,29.1148982842901,"22.6%","1.5%",0.225666403048586,0.0152411094831657
"nyingchi_chn.29_1_cn","Xizang","Nyingchi",6.78835636766076,6.93908117933377,6.94332062530836,8.35286105426797,11.6876092310684,"72.2%","20.4%",0.721714152596253,0.203741653742972
"ordos_chn.19_1_cn","Nei Mongol","Ordos",25.7406314666833,21.4340221227912,21.9034326007065,27.030640098305,25.9591669855319,"0.8%","26.1%",0.00848990511874126,0.26110908832005
"panjin_chn.18_1_cn","Liaoning","Panjin",45.9246089602148,34.0037681651228,33.7660852832495,29.9741664969062,40.1797501585574,"-12.5%","-11.9%",-0.125093254612887,-0.11850456245463
"panzhihua_chn.26_1_cn","Sichuan","Panzhihua",28.9188182022364,29.7657558338535,29.1806066029258,36.6499155186516,42.1925203594606,"45.9%","23.1%",0.458998775966498,0.231277838977921
"penglai_chn.23_1_cn","Shandong","Penglai",37.3711718449568,28.9211887628398,NA,45.0552233596958,NA,"NA%","55.8%",NA,0.557862082681272
"pingdingshan_chn.12_1_cn","Henan","Pingdingshan",67.6087471285678,55.1206427724063,50.1493782720941,50.2731270351157,51.1590086260793,"-24.3%","-8.8%",-0.243307844045784,-0.0879437447292853
"pingdu_chn.23_1_cn","Shandong","Pingdu",46.9422334829978,43.8665227658418,40.1635137712523,40.777968702942,45.6866196172765,"-2.7%","-7%",-0.0267480640045843,-0.0704079983587141
"pingliang_chn.5_1_cn","Gansu","Pingliang",31.0441342013129,19.9825612038074,20.2331632682039,25.1384759449018,25.4771170960021,"-17.9%","25.8%",-0.179325893555612,0.258020715588345
"pingxiang_chn.16_1_cn","Jiangxi","Pingxiang",35.5725852414331,34.4056878137892,31.5505093327637,36.0398561036158,38.8642391997107,"9.3%","4.7%",0.0925334477642512,0.0474970388230884
"pu'er_chn.30_1_cn","Yunnan","Pu'er",20.2334713104375,20.5644399911995,21.1939587161122,21.3882411492324,28.4497086918912,"40.6%","4%",0.406071566039951,0.0400594987456735
"putian_chn.4_1_cn","Fujian","Putian",24.1921077693073,23.20499060256,22.8853847444494,22.0947320487948,24.5127900022081,"1.3%","-4.8%",0.0132556549416347,-0.0478456799565627
"puyang_chn.12_1_cn","Henan","Puyang",71.8094880910779,55.8948899171063,55.3963676404869,57.8673172758268,58.0818696906317,"-19.1%","3.5%",-0.191167194828559,0.035288151772829
"qamdo_chn.29_1_cn","Xizang","Qamdo",12.7197613616424,13.996705444297,12.5677241163927,10.4427251258698,9.25002021514712,"-27.3%","-25.4%",-0.272783509677987,-0.253915489796587
"qiandongnan_chn.8_1_cn","Guizhou","Qiandongnan",26.6037501556171,26.4678887498927,26.5061922197972,26.8635343357735,29.5476976039088,"11.1%","1.5%",0.110659115014658,0.0149481354413799
"qiannan_chn.8_1_cn","Guizhou","Qiannan",21.5961655343099,19.0343640536959,19.5892418645959,19.5270739383708,23.3372851240175,"8.1%","2.6%",0.0806217005024101,0.0258852821814775
"qianxinan_chn.8_1_cn","Guizhou","Qianxinan",19.2535720650243,19.3846620580992,22.0373099317571,20.1933107316915,33.9353630057896,"76.3%","4.2%",0.762548938512863,0.0417159025609366
"qingdao_chn.23_1_cn","Shandong","Qingdao",37.1965557120613,38.2796815136181,30.9042303971467,31.7398616420986,30.335532350182,"-18.4%","-17.1%",-0.184453190101537,-0.170843110833953
"qingyang_chn.5_1_cn","Gansu","Qingyang",32.5333676692511,29.4665718321959,29.5596292244953,30.1346017606993,31.6435970792319,"-2.7%","2.3%",-0.0273494769759146,0.0226707718939152
"qingyuan_chn.6_1_cn","Guangdong","Qingyuan",33.8239011649387,32.1826249882884,30.6966144642127,30.9293771412349,27.8690675650347,"-17.6%","-3.9%",-0.176054014906969,-0.038941753430914
"qinhuangdao_chn.10_1_cn","Hebei","Qinhuangdao",46.5462339992642,36.2814598787661,36.084936687358,37.6016904420953,42.7340431599649,"-8.2%","3.6%",-0.0819011660397619,0.0363885733303095
"qinzhou_chn.7_1_cn","Guangxi","Qinzhou",29.2202812259795,27.8617293315789,26.31725340663,30.4328844473271,34.3739427967099,"17.6%","9.2%",0.176372757362388,0.0922826822825376
"qiqihar_chn.11_1_cn","Heilongjiang","Qiqihar",28.9294004343999,25.7976059002116,27.4270355729,21.5965856283716,21.0210157125618,"-27.3%","-16.3%",-0.273368428072716,-0.162845354258459
"qitaihe_chn.11_1_cn","Heilongjiang","Qitaihe",29.3785806202578,26.6848254882398,25.8367075537809,29.3322097369092,31.9920850535817,"8.9%","9.9%",0.0889595201043074,0.0992093521404542
"quanzhou_chn.4_1_cn","Fujian","Quanzhou",24.0722589576013,22.9257188648709,21.7058772328301,20.8971535673043,23.0741105969023,"-4.1%","-8.8%",-0.0414646736086185,-0.088484261257995
"qujing_chn.30_1_cn","Yunnan","Qujing",21.6051234399705,21.3942848227926,22.0765474257256,20.3028145395694,27.2294171280273,"26%","-5.1%",0.260322219573697,-0.0510169090607066
"quzhou_chn.31_1_cn","Zhejiang","Quzhou",32.9614748469327,30.8124490549856,27.1809292951746,26.7710444999041,25.4639815511656,"-22.7%","-13.1%",-0.227462312611441,-0.131161419459696
"rizhao_chn.23_1_cn","Shandong","Rizhao",44.1227187974233,43.6143683921963,39.9025508220292,38.6080908633501,34.5060890529797,"-21.8%","-11.5%",-0.217951885254297,-0.114785051656095
"rongcheng_chn.23_1_cn","Shandong","Rongcheng",26.3207539787598,27.0899988660682,24.1539025918309,20.9609311933492,16.7228268627869,"-36.5%","-22.6%",-0.364652438289503,-0.226248354716471
"rushan_chn.23_1_cn","Shandong","Rushan",27.7002642150975,24.327606282458,23.9830735270581,27.0987738014902,28.4343273942509,"2.7%","11.4%",0.0265002230106286,0.113910406427057
"sanmenxia_chn.12_1_cn","Henan","Sanmenxia",64.3491672982867,50.6977561248136,49.1695861891173,46.2434834108032,53.886528313556,"-16.3%","-8.8%",-0.162591676380701,-0.0878593660643362
"sanming_chn.4_1_cn","Fujian","Sanming",23.7165499995996,23.267592526609,22.8745050249952,24.4186707126275,28.2987415058077,"19.3%","4.9%",0.193206495307513,0.0494713058388869
"sanya_chn.9_1_cn","Hainan","Sanya",13.5712816633908,12.3950882349662,11.3449165211629,12.3147670058768,11.909292495119,"-12.2%","-0.6%",-0.122463685412644,-0.00648008530208133
"seaport_chn.9_1_cn","Hainan","Seaport",15.9982376939247,16.3482516984028,13.420263115599,19.768240190782,17.6277009564617,"10.2%","20.9%",0.101852672382517,0.209195977372517
"shanghai_chn.24_1_cn","Shanghai","Shanghai",35.1140875779911,34.2635783199443,33.3221959637109,31.6659537150621,31.7139487436427,"-9.7%","-7.6%",-0.0968311885307117,-0.0758129982988432
"shangluo_chn.22_1_cn","Shaanxi","Shangluo",38.3250369544563,29.9869107710818,29.7317684688676,29.7222731966153,36.318504593376,"-5.2%","-0.9%",-0.0523556536544175,-0.00882510294197147
"shangqiu_chn.12_1_cn","Henan","Shangqiu",62.3166730922987,53.6892232467545,52.195568386115,54.3171959094235,55.6685129599018,"-10.7%","1.2%",-0.106683489385741,0.0116964378453175
"shangrao_chn.16_1_cn","Jiangxi","Shangrao",31.9494609418437,30.3461907586369,28.4253405745112,32.4977195337513,32.2633808314543,"1%","7.1%",0.00982551443299817,0.0708994678187744
"shannan_chn.29_1_cn","Xizang","Shannan",9.75843223225623,9.86378225574028,9.23280769809042,9.27621256300039,10.0040808979225,"2.5%","-6%",0.0251729642446334,-0.0595683965344991
"shantou_chn.6_1_cn","Guangdong","Shantou",24.0271367748239,22.402900656092,20.2632346844905,20.8499062822869,22.2080691510982,"-7.6%","-6.9%",-0.0757088803702866,-0.0693211293325484
"shanwei_chn.6_1_cn","Guangdong","Shanwei",21.6963227397624,21.3192504428231,17.8991061097952,19.7440873979114,19.4468048783811,"-10.4%","-7.4%",-0.103681987420783,-0.0738845415384618
"shaoguan_chn.6_1_cn","Guangdong","Shaoguan",30.9398619291564,27.4106317790804,24.5127395080088,28.7847650194941,28.2721806856823,"-8.6%","5%",-0.086221498000939,0.050131396149085
"shaoxing_chn.31_1_cn","Zhejiang","Shaoxing",39.8213360091451,33.8071158721396,29.4667072537014,31.6844485794194,32.7359772024626,"-17.8%","-6.3%",-0.177928706486775,-0.0627875888836026
"shaoyang_chn.14_1_cn","Hunan","Shaoyang",42.8233525913583,40.8633143662732,39.1624809605759,42.6596499434547,42.4905641407844,"-0.8%","4.4%",-0.00777119096091006,0.0439596152451154
"shenyang_chn.18_1_cn","Liaoning","Shenyang",55.1032369701861,37.2804663013682,37.9915468780579,38.1548088121908,51.1056178349393,"-7.3%","2.3%",-0.0725478094401187,0.0234531001773064
"shenzhen_chn.6_1_cn","Guangdong","Shenzhen",22.9536155258997,26.6076077151505,20.5904499945579,23.9576581044483,19.2234773712188,"-16.3%","-10%",-0.162507651592925,-0.0995936815917994
"shihezi_chn.28_1_cn","Xinjiang Uygur","Shihezi",55.1925056000486,53.8164536310769,53.2210302524571,51.517381308479,44.0909115704338,"-20.1%","-4.3%",-0.201143142695174,-0.0427206210643023
"shijiazhuang_chn.10_1_cn","Hebei","Shijiazhuang",72.3349469629092,53.2393410363776,53.0221957095582,50.2948388919757,51.864262460685,"-28.3%","-5.5%",-0.282998541669227,-0.0553068856053275
"shiyan_chn.13_1_cn","Hubei","Shiyan",37.0977801350341,33.180461977324,32.4830116587598,32.8365958154056,33.5282504251756,"-9.6%","-1%",-0.0962194960686467,-0.0103635133878912
"shizuishan_chn.20_1_cn","Ningxia Hui","Shizuishan",41.9069720880079,36.0035360393259,37.3001172597387,35.2428057263333,37.0419190676792,"-11.6%","-2.1%",-0.116091733139577,-0.0211293221910669
"shouguang_chn.23_1_cn","Shandong","Shouguang",58.7765266622548,52.3635563248903,48.3729091604281,46.531029256315,52.6428656936923,"-10.4%","-11.1%",-0.104355621484885,-0.111385235800015
"shuangyashan_chn.11_1_cn","Heilongjiang","Shuangyashan",27.0991725942993,25.9779707992975,25.9488250986314,28.1864998896926,30.9428438499411,"14.2%","8.5%",0.141837218175818,0.0850154581917857
"shuozhou_chn.25_1_cn","Shanxi","Shuozhou",43.719125843373,36.2215633151868,36.2290060359234,39.557430416389,44.2449964350713,"1.2%","9.2%",0.0120283876119167,0.092096165816334
"siping_chn.17_1_cn","Jilin","Siping",45.3245888295269,30.7815574443755,30.7087428514119,31.9683134973307,37.3055057159465,"-17.7%","3.9%",-0.17692566707536,0.0385541262848619
"songyuan_chn.17_1_cn","Jilin","Songyuan",39.5363426574282,25.2730539127916,25.2877124928687,24.1544158919079,24.6304309019876,"-37.7%","-4.4%",-0.377017972668749,-0.044262083432563
"suihua_chn.11_1_cn","Heilongjiang","Suihua",33.7383276278975,32.48189841137,37.1433277981152,34.2884414268067,34.9767489073878,"3.7%","5.6%",0.0367066587635578,0.0556169159991069
"suining_chn.26_1_cn","Sichuan","Suining",33.0690036112082,31.7838591944375,30.91843419644,33.2357018985986,35.5287115992941,"7.4%","4.6%",0.0743810734972441,0.0456786161579514
"suizhou_chn.13_1_cn","Hubei","Suizhou",45.7181646917926,38.7522143175598,37.5564825888064,40.8391740851448,38.9490647514603,"-14.8%","5.4%",-0.148061497786842,0.0538539488474947
"suqian_chn.15_1_cn","Jiangsu","Suqian",47.2193721755851,49.6116507290739,48.5123169470213,44.6439693349686,41.6109780132974,"-11.9%","-10%",-0.118773162451906,-0.100131346591014
"suzhou_chn.1_1_cn","Anhui","Suzhou",55.3664457246301,50.883287824295,47.452749928037,51.9040349834422,46.8302426719375,"-15.4%","2%",-0.154176468093115,0.0200605582459983
"suzhou_chn.15_1_cn","Jiangsu","Suzhou",40.7267015312492,37.4166704618346,35.2521684789533,33.1039926344399,33.9741915588363,"-16.6%","-11.5%",-0.165800561266463,-0.115260865655955
"tacheng_chn.28_1_cn","Xinjiang Uygur","Tacheng",11.2441014830376,9.70513659417233,10.4964448607773,13.0841225038758,11.4341345916329,"1.7%","34.8%",0.0169006931218088,0.348164693707913
"tai'an_chn.23_1_cn","Shandong","Tai'an",64.4246785688259,51.6044845201149,50.5614709287829,51.4187780508192,48.9699534650861,"-24%","-0.4%",-0.239888276465814,-0.00359864982709635
"taicang_chn.15_1_cn","Jiangsu","Taicang",36.0707850913779,27.4299928542982,26.99914065822,28.8873596993883,30.5254832145858,"-15.4%","5.3%",-0.153733883605366,0.0531304128597958
"taiyuan_chn.25_1_cn","Shanxi","Taiyuan",60.122140178189,49.3112468321012,49.8070312086811,47.0199431832161,47.0792342754799,"-21.7%","-4.6%",-0.216940146575832,-0.0464661470979777
"taizhou_chn.15_1_cn","Jiangsu","Taizhou",45.8788655663607,39.8439040933497,38.1694987178566,36.9428497249557,38.0174009501147,"-17.1%","-7.3%",-0.171352637411553,-0.0728104947145041
"taizhou_chn.31_1_cn","Zhejiang","Taizhou",26.9181993493218,26.7406778529692,25.3832471909612,25.9319669384039,26.5227455923374,"-1.5%","-3%",-0.0146909439168826,-0.0302427230533157
"tangshan_chn.10_1_cn","Hebei","Tangshan",62.5920512286841,48.0094700422517,47.570158477478,46.1961153751162,50.2545461510526,"-19.7%","-3.8%",-0.197109774091851,-0.0377707703405098
"tianjin_chn.27_1_cn","Tianjin","Tianjin",62.2513072947253,46.0993464955204,46.3423004974679,46.5542691211779,49.2560459649501,"-20.9%","1%",-0.208754834147496,0.0098683096451635
"tianshui_chn.5_1_cn","Gansu","Tianshui",30.2556824175986,25.634722433896,25.8567040348221,31.3729055598741,31.2221039847604,"3.2%","22.4%",0.0319418201785358,0.223844168423323
"tieling_chn.18_1_cn","Liaoning","Tieling",53.7531283433888,35.6924621483386,36.63825016008,35.7257712038149,49.259313083943,"-8.4%","0.1%",-0.0836009995685871,0.000933223808934347
"tongchuan_chn.22_1_cn","Shaanxi","Tongchuan",53.9752352932873,42.274844175994,42.1454251344582,45.8894121369668,45.701617461558,"-15.3%","8.6%",-0.153285442606643,0.0855016270651416
"tonghua_chn.17_1_cn","Jilin","Tonghua",36.636311683373,26.023476794947,26.8962132283898,26.5974572341754,27.9058733474518,"-23.8%","2.2%",-0.238300143621811,0.0220562549635908
"tongliao_chn.19_1_cn","Nei Mongol","Tongliao",39.7515933854988,29.0865231310613,29.4162466760284,30.9789311370559,35.7789535402751,"-10%","6.5%",-0.0999366190607325,0.065061334332313
"tongling_chn.1_1_cn","Anhui","Tongling",53.1327849716595,42.6640561195875,38.0294200313802,38.5316923434459,36.8577371045184,"-30.6%","-9.7%",-0.306308955493714,-0.0968582022430914
"tongren_chn.8_1_cn","Guizhou","Tongren",30.5665088035791,29.5399147194259,29.4489311290263,29.7491426900515,29.102772307962,"-4.8%","0.7%",-0.0478869374655492,0.00708289013738939
"turpan_chn.28_1_cn","Xinjiang Uygur","Turpan",50.7631581561743,50.4132966189335,43.1420091569658,45.1047775778461,45.8330482955751,"-9.7%","-10.5%",-0.0971198412327212,-0.105299978321468
"urumqi_chn.28_1_cn","Xinjiang Uygur","Urumqi",53.9585521680328,52.4792731177056,52.0511076473412,55.1301632525079,52.348365391395,"-3%","5.1%",-0.0298411783107795,0.0505130878786493
"wafangdian_chn.18_1_cn","Liaoning","Wafangdian",49.8296761618495,43.2891172551526,NA,35.9007671221868,NA,"NA%","-17.1%",NA,-0.170674539039865
"weifang_chn.23_1_cn","Shandong","Weifang",57.180136812638,51.050576507372,49.7016972781642,48.893757372606,51.9056921014199,"-9.2%","-4.2%",-0.0922426039045845,-0.0422486734200652
"weihai_chn.23_1_cn","Shandong","Weihai",29.5237655825899,30.4311437513741,26.2843135012774,29.5256543999705,26.5646767837166,"-10%","-3%",-0.100227350423695,-0.029755350597453
"weinan_chn.22_1_cn","Shaanxi","Weinan",59.2036207764268,48.5941310612623,49.6888170860265,53.7358964414764,56.825033742634,"-4%","10.6%",-0.0401763777721491,0.10581041924038
